dataset	location	time_period	horizon_distance	q_10	q_25	q_50	q_75	q_90	split_period	data_type	disease_cases
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-10-01	1.0	0.0	0.0	2.0	9.0	23.0	2010-09-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-10-01	2.0	0.0	0.0	1.0	6.0	15.0	2010-08-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-10-01	3.0	0.0	0.0	1.0	4.0	11.0	2010-07-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-11-01	2.0	0.0	0.0	1.0	3.0	9.0	2010-09-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-11-01	3.0	0.0	0.0	0.0	2.0	5.0	2010-08-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-OU	2010-12-01	3.0	0.0	0.0	0.0	2.0	5.0	2010-09-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-04-01	1.0	0.0	0.0	0.0	0.0	0.0	2010-03-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-05-01	1.0	0.0	0.0	0.0	0.0	1.0	2010-04-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-05-01	2.0	0.0	0.0	0.0	0.0	1.0	2010-03-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-06-01	1.0	0.0	0.0	0.0	1.0	2.0	2010-05-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-06-01	2.0	0.0	0.0	0.0	1.0	2.0	2010-04-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-06-01	3.0	0.0	0.0	0.0	0.0	1.0	2010-03-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-07-01	1.0	0.0	0.0	0.0	1.0	3.0	2010-06-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-07-01	2.0	0.0	0.0	0.0	1.0	3.0	2010-05-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-07-01	3.0	0.0	0.0	0.0	1.0	3.0	2010-04-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-08-01	1.0	0.0	0.0	0.0	1.0	3.0	2010-07-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-08-01	2.0	0.0	0.0	0.0	1.0	3.0	2010-06-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-08-01	3.0	0.0	0.0	0.0	1.0	3.0	2010-05-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-09-01	1.0	0.0	0.0	0.0	1.0	3.0	2010-08-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-09-01	2.0	0.0	0.0	0.0	1.0	3.0	2010-07-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-09-01	3.0	0.0	0.0	0.0	1.0	2.0	2010-06-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-10-01	1.0	0.0	0.0	0.0	1.0	3.0	2010-09-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-10-01	2.0	0.0	0.0	0.0	1.0	2.0	2010-08-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-10-01	3.0	0.0	0.0	0.0	1.0	2.0	2010-07-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-11-01	2.0	0.0	0.0	0.0	0.0	1.0	2010-09-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-11-01	3.0	0.0	0.0	0.0	0.0	1.0	2010-08-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-PH	2010-12-01	3.0	0.0	0.0	0.0	0.0	1.0	2010-09-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-04-01	1.0	0.0	1.0	5.0	22.0	57.0	2010-03-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-05-01	1.0	0.0	3.0	18.0	68.0	156.20000000000005	2010-04-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-05-01	2.0	0.0	1.0	15.0	57.0	148.10000000000002	2010-03-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-06-01	1.0	0.0	3.0	22.0	94.0	257.0	2010-05-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-06-01	2.0	0.0	3.0	25.5	101.25	244.20000000000005	2010-04-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-06-01	3.0	0.0	2.0	18.5	79.0	191.10000000000002	2010-03-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-07-01	1.0	0.0	5.0	34.0	120.25	286.20000000000005	2010-06-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-07-01	2.0	0.0	4.0	33.0	115.0	284.1	2010-05-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-07-01	3.0	0.0	3.0	27.0	103.25	259.1	2010-04-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-08-01	1.0	0.0	3.75	26.0	120.0	298.20000000000005	2010-07-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-08-01	2.0	0.0	2.0	20.0	87.25	202.30000000000007	2010-06-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-08-01	3.0	0.0	3.0	25.0	87.5	209.60000000000014	2010-05-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-09-01	1.0	0.0	3.0	24.0	93.25	211.20000000000005	2010-08-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-09-01	2.0	0.0	3.0	23.0	85.0	186.10000000000002	2010-07-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-09-01	3.0	0.0	2.0	18.0	66.25	159.10000000000002	2010-06-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-10-01	1.0	0.0	3.0	21.0	82.0	205.20000000000005	2010-09-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-10-01	2.0	0.0	3.0	19.0	70.0	159.30000000000007	2010-08-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-10-01	3.0	0.0	2.0	14.0	52.0	125.20000000000005	2010-07-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-11-01	2.0	0.0	1.0	12.0	45.0	105.0	2010-09-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-11-01	3.0	0.0	1.0	8.0	31.0	78.0	2010-08-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SL	2010-12-01	3.0	0.0	1.0	8.0	33.0	75.10000000000002	2010-09-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SV	2010-04-01	1.0	1.0	9.0	59.5	240.0	611.2	2010-03-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SV	2010-05-01	1.0	1.0	29.75	220.0	985.5	2309.3000000000006	2010-04-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SV	2010-05-01	2.0	1.0	24.0	184.5	728.5	1837.2000000000007	2010-03-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SV	2010-06-01	1.0	2.9000000000000057	36.0	280.5	1190.5	3238.9000000000005	2010-05-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SV	2010-06-01	2.0	1.9000000000000057	42.5	371.0	1457.5	3297.100000000001	2010-04-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SV	2010-06-01	3.0	2.0	29.0	230.5	1051.25	2702.7000000000003	2010-03-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SV	2010-07-01	1.0	4.0	53.75	417.0	1577.5	4024.1000000000004	2010-06-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SV	2010-07-01	2.0	3.0	45.75	342.0	1508.75	4115.1	2010-05-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SV	2010-07-01	3.0	4.0	61.0	440.0	1703.5	4178.1	2010-04-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SV	2010-08-01	1.0	2.0	50.75	441.0	1714.5	4351.300000000001	2010-07-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SV	2010-08-01	2.0	2.0	42.0	357.0	1354.5	3263.000000000001	2010-06-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SV	2010-08-01	3.0	2.0	38.0	367.5	1417.5	3129.5000000000014	2010-05-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SV	2010-09-01	1.0	5.0	51.75	425.5	1522.0	3281.6000000000004	2010-08-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SV	2010-09-01	2.0	3.0	41.0	328.0	1333.5	3105.5000000000005	2010-07-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SV	2010-09-01	3.0	2.0	30.0	266.5	1042.25	2447.7000000000007	2010-06-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SV	2010-10-01	1.0	3.0	47.0	288.5	1108.25	2675.7000000000007	2010-09-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SV	2010-10-01	2.0	3.0	38.0	245.5	940.25	2292.100000000001	2010-08-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SV	2010-10-01	3.0	3.0	35.75	235.5	900.25	2233.7000000000003	2010-07-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SV	2010-11-01	2.0	1.0	16.0	133.5	533.5	1175.5	2010-09-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SV	2010-11-01	3.0	1.0	14.75	116.0	442.25	1139.6000000000001	2010-08-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-SV	2010-12-01	3.0	0.9000000000000057	9.0	92.0	361.25	841.2	2010-09-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-VT	2010-04-01	1.0	1.0	26.75	233.5	938.25	2112.000000000001	2010-03-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-VT	2010-05-01	1.0	8.0	120.5	1213.0	4931.25	10637.2	2010-04-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-VT	2010-05-01	2.0	8.0	90.0	726.5	2944.0	6909.8	2010-03-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-VT	2010-06-01	1.0	15.0	157.0	1930.5	7352.0	17776.0	2010-05-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-VT	2010-06-01	2.0	14.900000000000006	210.0	1488.0	6483.0	16750.700000000004	2010-04-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-VT	2010-06-01	3.0	10.0	176.5	1359.5	5591.5	12936.700000000003	2010-03-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-VT	2010-07-01	1.0	19.900000000000006	362.25	2711.5	9689.25	21118.300000000003	2010-06-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-VT	2010-07-01	2.0	15.800000000000011	234.25	2001.0	8313.75	20482.9	2010-05-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-VT	2010-07-01	3.0	21.900000000000006	325.5	2064.5	7881.25	20765.300000000003	2010-04-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-VT	2010-08-01	1.0	13.0	237.0	1814.0	7260.0	19034.200000000004	2010-07-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-VT	2010-08-01	2.0	21.0	227.75	1627.5	6292.5	13778.700000000003	2010-06-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-VT	2010-08-01	3.0	22.900000000000006	187.25	1453.0	5583.5	13956.900000000003	2010-05-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-VT	2010-09-01	1.0	18.900000000000006	257.0	1828.0	6780.75	15316.2	2010-08-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-VT	2010-09-01	2.0	11.0	222.0	1662.5	6345.75	15598.0	2010-07-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-VT	2010-09-01	3.0	14.0	164.0	1158.0	5015.5	11781.6	2010-06-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-VT	2010-10-01	1.0	14.900000000000006	205.5	1903.5	6649.5	16075.600000000002	2010-09-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-VT	2010-10-01	2.0	11.0	173.0	1191.0	4771.25	12536.400000000001	2010-08-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-VT	2010-10-01	3.0	12.0	138.75	1145.5	4216.0	9848.800000000001	2010-07-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-VT	2010-11-01	2.0	6.0	86.0	676.5	2501.0	6462.200000000004	2010-09-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-VT	2010-11-01	3.0	7.0	89.75	608.0	2163.5	4894.800000000001	2010-08-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-VT	2010-12-01	3.0	7.0	66.0	473.0	1669.75	3784.2	2010-09-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XA	2010-04-01	1.0	0.0	3.0	19.0	74.25	182.20000000000005	2010-03-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XA	2010-05-01	1.0	1.0	10.0	80.5	307.0	787.4000000000001	2010-04-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XA	2010-05-01	2.0	0.0	7.0	54.0	210.0	546.7000000000002	2010-03-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XA	2010-06-01	1.0	1.0	15.0	131.0	514.5	1217.6000000000001	2010-05-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XA	2010-06-01	2.0	1.0	18.0	129.0	496.25	1138.5	2010-04-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XA	2010-06-01	3.0	0.0	14.0	108.0	358.5	875.0	2010-03-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XA	2010-07-01	1.0	0.0	21.0	175.5	666.0	1535.8000000000006	2010-06-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XA	2010-07-01	2.0	1.0	21.75	141.0	540.5	1286.6000000000006	2010-05-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XA	2010-07-01	3.0	1.0	22.0	176.5	599.25	1387.8000000000002	2010-04-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XA	2010-08-01	1.0	1.0	16.0	133.0	620.25	1523.3000000000006	2010-07-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XA	2010-08-01	2.0	0.0	13.0	97.0	418.0	1032.4	2010-06-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XA	2010-08-01	3.0	0.9000000000000057	10.0	80.5	315.5	790.2	2010-05-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XA	2010-09-01	1.0	1.0	16.0	112.0	452.25	1140.3000000000002	2010-08-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XA	2010-09-01	2.0	1.0	12.0	86.0	352.75	875.7000000000002	2010-07-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XA	2010-09-01	3.0	0.0	8.0	66.0	305.25	725.2000000000003	2010-06-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XA	2010-10-01	1.0	1.0	13.0	102.5	360.0	983.3000000000001	2010-09-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XA	2010-10-01	2.0	1.0	11.0	74.5	317.0	761.4000000000003	2010-08-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XA	2010-10-01	3.0	0.0	8.75	66.0	266.0	613.0	2010-07-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XA	2010-11-01	2.0	0.0	5.0	44.0	177.0	439.0	2010-09-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XA	2010-11-01	3.0	0.0	5.0	32.5	132.25	315.1	2010-08-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XA	2010-12-01	3.0	0.0	4.0	28.5	119.0	306.0	2010-09-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XE	2010-04-01	1.0	0.0	0.0	1.0	5.0	11.0	2010-03-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XE	2010-05-01	1.0	0.0	0.0	3.0	14.0	34.0	2010-04-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XE	2010-05-01	2.0	0.0	0.0	3.0	12.0	27.0	2010-03-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XE	2010-06-01	1.0	0.0	0.0	5.0	21.0	51.0	2010-05-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XE	2010-06-01	2.0	0.0	0.0	4.0	19.0	43.0	2010-04-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XE	2010-06-01	3.0	0.0	0.0	4.0	15.0	39.0	2010-03-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XE	2010-07-01	1.0	0.0	0.0	5.0	23.0	56.10000000000002	2010-06-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XE	2010-07-01	2.0	0.0	1.0	7.0	23.0	50.0	2010-05-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XE	2010-07-01	3.0	0.0	0.0	5.0	21.25	53.0	2010-04-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XE	2010-08-01	1.0	0.0	1.0	6.0	23.0	56.10000000000002	2010-07-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XE	2010-08-01	2.0	0.0	0.0	5.0	19.0	47.0	2010-06-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XE	2010-08-01	3.0	0.0	0.0	4.0	19.0	42.0	2010-05-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XE	2010-09-01	1.0	0.0	0.0	5.0	20.0	46.0	2010-08-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XE	2010-09-01	2.0	0.0	0.0	5.0	18.0	43.0	2010-07-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XE	2010-09-01	3.0	0.0	0.0	3.0	13.0	32.0	2010-06-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XE	2010-10-01	1.0	0.0	1.0	5.0	21.0	50.0	2010-09-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XE	2010-10-01	2.0	0.0	0.0	4.0	16.0	38.0	2010-08-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XE	2010-10-01	3.0	0.0	0.0	3.0	13.0	34.0	2010-07-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XE	2010-11-01	2.0	0.0	0.0	2.0	10.0	23.0	2010-09-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XE	2010-11-01	3.0	0.0	0.0	1.0	7.0	18.0	2010-08-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XE	2010-12-01	3.0	0.0	0.0	1.0	7.0	18.0	2010-09-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XI	2010-04-01	1.0	0.0	0.0	0.0	0.0	1.0	2010-03-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XI	2010-05-01	1.0	0.0	0.0	0.0	1.0	4.0	2010-04-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XI	2010-05-01	2.0	0.0	0.0	0.0	1.0	3.0	2010-03-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XI	2010-06-01	1.0	0.0	0.0	1.0	3.0	7.0	2010-05-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XI	2010-06-01	2.0	0.0	0.0	1.0	3.0	7.0	2010-04-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XI	2010-06-01	3.0	0.0	0.0	0.0	2.0	5.0	2010-03-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XI	2010-07-01	1.0	0.0	0.0	1.0	4.0	10.0	2010-06-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XI	2010-07-01	2.0	0.0	0.0	1.0	5.0	12.0	2010-05-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XI	2010-07-01	3.0	0.0	0.0	1.0	4.0	10.0	2010-04-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XI	2010-08-01	1.0	0.0	0.0	1.0	5.0	12.100000000000023	2010-07-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XI	2010-08-01	2.0	0.0	0.0	1.0	4.0	11.0	2010-06-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XI	2010-08-01	3.0	0.0	0.0	1.0	4.0	10.0	2010-05-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XI	2010-09-01	1.0	0.0	0.0	1.0	6.0	11.0	2010-08-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XI	2010-09-01	2.0	0.0	0.0	1.0	5.0	11.100000000000023	2010-07-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XI	2010-09-01	3.0	0.0	0.0	1.0	4.0	10.0	2010-06-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XI	2010-10-01	1.0	0.0	0.0	1.0	6.0	15.0	2010-09-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XI	2010-10-01	2.0	0.0	0.0	1.0	4.0	11.0	2010-08-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XI	2010-10-01	3.0	0.0	0.0	1.0	3.0	8.100000000000023	2010-07-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XI	2010-11-01	2.0	0.0	0.0	0.0	2.0	6.0	2010-09-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XI	2010-11-01	3.0	0.0	0.0	0.0	2.0	4.0	2010-08-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XI	2010-12-01	3.0	0.0	0.0	0.0	1.0	3.0	2010-09-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XN	2010-04-01	1.0	0.0	0.0	0.0	2.0	5.0	2010-03-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XN	2010-05-01	1.0	0.0	0.0	2.0	8.0	18.0	2010-04-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XN	2010-05-01	2.0	0.0	0.0	1.0	5.0	15.0	2010-03-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XN	2010-06-01	1.0	0.0	0.0	4.0	14.0	34.0	2010-05-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XN	2010-06-01	2.0	0.0	0.0	3.0	12.25	30.100000000000023	2010-04-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XN	2010-06-01	3.0	0.0	0.0	2.0	10.25	26.0	2010-03-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XN	2010-07-01	1.0	0.0	0.0	4.0	19.25	50.0	2010-06-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XN	2010-07-01	2.0	0.0	0.0	5.0	17.0	44.0	2010-05-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XN	2010-07-01	3.0	0.0	0.0	4.0	16.0	44.0	2010-04-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XN	2010-08-01	1.0	0.0	0.0	5.0	18.0	46.0	2010-07-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XN	2010-08-01	2.0	0.0	0.0	3.0	16.0	41.0	2010-06-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XN	2010-08-01	3.0	0.0	0.0	4.0	16.0	40.0	2010-05-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XN	2010-09-01	1.0	0.0	0.0	4.5	18.0	46.10000000000002	2010-08-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XN	2010-09-01	2.0	0.0	0.0	5.0	18.0	42.10000000000002	2010-07-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XN	2010-09-01	3.0	0.0	0.0	2.0	12.25	34.10000000000002	2010-06-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XN	2010-10-01	1.0	0.0	0.0	5.0	18.0	41.0	2010-09-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XN	2010-10-01	2.0	0.0	0.0	3.0	12.0	27.0	2010-08-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XN	2010-10-01	3.0	0.0	0.0	2.0	9.0	25.0	2010-07-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XN	2010-11-01	2.0	0.0	0.0	2.0	7.0	17.100000000000023	2010-09-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XN	2010-11-01	3.0	0.0	0.0	1.0	6.0	15.0	2010-08-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-XN	2010-12-01	3.0	0.0	0.0	1.0	5.0	13.0	2010-09-01	forecast	
data-0837007e360667f77ea4ff4ae89c0a8d	LA-AT	2004-04-01							2010-03-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-AT	2004-04-01							2010-04-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-AT	2004-04-01							2010-05-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-AT	2004-04-01							2010-06-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-AT	2004-04-01							2010-07-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-AT	2004-04-01							2010-08-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-AT	2004-04-01							2010-09-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-AT	2004-05-01							2010-03-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-AT	2004-05-01							2010-04-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-AT	2004-05-01							2010-05-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-AT	2004-05-01							2010-06-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-AT	2004-05-01							2010-07-01	observed	0.0
data-0837007e360667f77ea4ff4ae89c0a8d	LA-AT	2004-05-01							2010-08-01	observed	0.0
